A0A024R0D3  B9EIQ5      P36800      Q5SPZ2      Q86YJ3      Q9BS69    
A0PJK3      C9IZ39      P43897      Q5SVS1      Q8IUK4      Q9BTK9    
A0PJK5      C9IZ40      P45378      Q5SVS4      Q8IUK5      Q9BTL1    
A0PJL4      C9IZ91      P45379      Q5SVY9      Q8IUK6      Q9BTL3    
A0PJL5      C9IZA9      P45381      Q5SVZ0      Q8IUK7      Q9BTL4    
A0PJL8      C9IZC0      P45445      Q5SVZ3      Q8IUK8      Q9BTL5    
A0PJL9      C9IZH7      P45452      Q5SVZ6      Q8IUK9      Q9BTL6    
A0PJM0      C9IZI7      P45844      Q5SVZ9      Q8IUL0      Q9BTL7    
A0PJM2      C9IZK4      P45877      Q5SW00      Q8IUL2      Q9BTL8    
A0PJM4      C9IZM0      P45880      Q5SW03      Q8IUL3      Q9BTL9    
A0PJM6      C9IZN8      P45954      Q5SW06      Q8IUL4      Q9BTM0    
A0PJN8      C9IZX5      P45973      Q5SW07      Q8IUL5      Q9BTM1    
A0PJN9      C9IZY7      P45974      Q5SW24      Q8IUL6      Q9BTM3    
A0PJT2      C9J019      P45983      Q5SW68      Q8IUL7      Q9BTM4    
A0PJT7      C9J021      P45984      Q5SW69      Q8IUL8      Q9BTM6    
A0PJU3      C9J024      P45985      Q5SW76      Q8IUM1      Q9BTM7    
A0PJU7      C9J069      P46013      Q5SW77      Q8IUM2      Q9BTM9    
A0PJU9      C9J0S1      P46019      Q5SW78      Q8IUM3      Q9BTN0    
A0PJV3      C9J0S6      P46020      Q5SW79      Q8IUM4      Q9BTN1    
A0PJV5      C9J0T8      P46055      Q5SW96      Q8IUM5      Q9BTN2    
A0PJV7      C9J0Y4      P46059      Q5SW99      Q8IUM7      Q9BTN4    
A0PJW2      C9J183      P46060      Q5SWA1      Q8IUM9      Q9BTN5    
A0PJW6      C9J1C2      P46063      Q5SWC3      Q8IUN1      Q9BTN6    
A0PJW7      C9J1H6      P46087      Q5SWC6      Q8IUN2      Q9BTN7    
A0PJW8      C9J1I7      P46089      Q5SWD4      Q8IUN3      Q9BTN8    
A0PJW9      C9J1N8      P46091      Q5SWH9      Q8IUN6      Q9BTN9    
A0PJX0      C9J1P3      P46092      Q5SWJ4      Q8IUN8      Q9BTP1    
A0PJX2      C9J1S8      P46093      Q5SWL0      Q8IUN9      Q9BTP2    
A0PJX3      C9J1U3      P46094      Q5SWL1      Q8IUP0      Q9BTP3    
A0PJX4      C9J1W2      P46095      Q5SWL2      Q8IUP1      Q9BTP4    
A0PJX5      C9J1X6      P46098      Q5SWL3      Q8IUP2      Q9BTP6    
A0PJX8      C9J202      P46100      Q5SWL4      Q8IUP4      Q9BTP7    
A0PJY0      C9J212      P46108      Q5SWL7      Q8IUP5      Q9BTP8    
A0PJY2      C9J233      P46109      Q5SWL8      Q8IUP7      Q9BTP9    
A0PJY3      C9J245      P46199      Q5SWM5      Q8IUP9      Q9BTQ1    
A0PJY4      C9J2F8      P46379      Q5SWM7      Q8IUQ0      Q9BTQ2    
A0PJY5      C9J2I6      P46439      Q5SWM8      Q8IUQ1      Q9BTQ5    
A0PJY6      C9J2K4      P46459      Q5SWM9      Q8IUQ2      Q9BTQ9    
A0PJY8      C9J2N7      P46527      Q5SWN0      Q8IUQ4      Q9BTR1    
A0PJZ0      C9J2P7      P46531      Q5SWN1      Q8IUQ6      Q9BTR2    
A0PJZ2      C9J2U4      P46597      Q5SWW7      Q8IUQ7      Q9BTR3    
A0PJZ3      C9J302      P46663      Q5SWW9      Q8IUQ8      Q9BTR7    
A0PK00      C9J314      P46695      Q5SWX2      Q8IUQ9      Q9BTR9    
A0PK01      C9J378      P46721      Q5SWX4      Q8IUR0      Q9BTS0    
A0PK03      C9J3A4      P46734      Q5SWX8      Q8IUR3      Q9BTS1    
A0PK04      C9J3F3      P46736      Q5SWY0      Q8IUR4      Q9BTS2    
A0PK05      C9J3F9      P46776      Q5SX88      Q8IUR5      Q9BTS3    
A0PK09      C9J3I9      P46777      Q5SXB8      Q8IUR6      Q9BTS5    
A0PK10      C9J3L7      P46778      Q5SXD4      Q8IUR7      Q9BTS7    
A0PK11      C9J3V2      P46779      Q5SXD7      Q8IUR9      Q9BTS8    
A0PK12      C9J3V5      P46781      Q5SXH7      Q8IUS0      Q9BTT0    
A0PK14      C9J413      P46782      Q5SXH8      Q8IUS1      Q9BTT1    
A0PK16      C9J416      P46783      Q5SXI0      Q8IUS3      Q9BTT2    
A0PK18      C9J442      P46821      Q5SXJ2      Q8IUS4      Q9BTT4    
A0PK21      C9J497      P46926      Q5SXM1      Q8IUS5      Q9BTT6    
A0PK24      C9J4A9      P46934      Q5SXM2      Q8IUS8      Q9BTT7    
A0PK89      C9J4F9      P46937      Q5SXM3      Q8IUT0      Q9BTT8    
A0PK90      C9J4G0      P46939      Q5SXM5      Q8IUT1      Q9BTT9    
A0PK91      C9J4P2      P46940      Q5SXM6      Q8IUT2      Q9BTU0    
A0PKB1      C9J4P5      P46952      Q5SXM8      Q8IUT3      Q9BTU1    
A0S0A7      C9J4P6      P46966      Q5SXM9      Q8IUT4      Q9BTU3    
A0S0A8      C9J502      P46968      Q5SXN1      Q8IUT5      Q9BTU4    
A0S6W1      C9J521      P46976      Q5SXN2      Q8IUT7      Q9BTU5    
A0SDZ7      C9J563      P46977      Q5SXN3      Q8IUT8      Q9BTU6    
A0SE62      C9J565      P47210      Q5SXN4      Q8IUT9      Q9BTU7    
A0SZU5      C9J566      P47211      Q5SXN8      Q8IUU0      Q9BTV0    
A0SZW3      C9J569      P47224      Q5SXP0      Q8IUU1      Q9BTV1    
A0SZW4      C9J571      P47710      Q5SXP1      Q8IUU2      Q9BTV2    
A0SZW5      C9J575      P47712      Q5SXP7      Q8IUU3      Q9BTV3    
A0SZW6      C9J5F0      P47736      Q5SXQ0      Q8IUU4      Q9BTV4    
A0T124      C9J5H4      P47755      Q5SXQ1      Q8IUU7      Q9BTV5    
A0T1T0      C9J5H9      P47756      Q5SXQ2      Q8IUU8      Q9BTV6    
A0T1T1      C9J5N8      P47775      Q5SXQ6      Q8IUU9      Q9BTV7    
A0T1T2      C9J5Q3      P47804      Q5SXQ9      Q8IUV0      Q9BTV8    
A0T4C8      C9J5Q9      P47813      Q5SXR9      Q8IUV2      Q9BTV9    
A0ZSE6      C9J5W1      P47869      Q5SXU8      Q8IUV5      Q9BTW0    
A0ZXF9      C9J690      P47870      Q5SXX1      Q8IUV7      Q9BTW1    
A0ZXY9      C9J6A8      P47871      Q5SXX5      Q8IUV8      Q9BTW2    
A1A441      C9J6D0      P47872      Q5SXY7      Q8IUW3      Q9BTW3    
A1A4A6      C9J6D6      P47874      Q5SY02      Q8IUW4      Q9BTW5    
A1A4C1      C9J6D9      P47881      Q5SY07      Q8IUW5      Q9BTW6    
A1A4C4      C9J6I6      P47882      Q5SY08      Q8IUW7      Q9BTW7    
A1A4C5      C9J6K1      P47883      Q5SY09      Q8IUW8      Q9BTW8    
A1A4D3      C9J6L9      P47884      Q5SY13      Q8IUW9      Q9BTW9    
A1A4E1      C9J6U5      P47885      Q5SY16      Q8IUX1      Q9BTX0    
A1A4E3      C9J6V0      P47887      Q5SY17      Q8IUX2      Q9BTX1    
A1A4E5      C9J6X8      P47888      Q5SY19      Q8IUX4      Q9BTX2    
A1A4E7      C9J767      P47890      Q5SY22      Q8IUX5      Q9BTX3    
A1A4E8      C9J778      P47893      Q5SY24      Q8IUX6      Q9BTX4    
A1A4F0      C9J785      P47894      Q5SY26      Q8IUX7      Q9BTX7    
A1A4F2      C9J796      P47895      Q5SY28      Q8IUX8      Q9BTX8    
A1A4F5      C9J798      P47897      Q5SY30      Q8IUX9      Q9BTY0    
A1A4F8      C9J7B0      P47898      Q5SY32      Q8IUY0      Q9BTY1    
A1A4G2      C9J7B6      P47900      Q5SY40      Q8IUY1      Q9BTY2    
A1A4G5      C9J7D5      P47901      Q5SY41      Q8IUY2      Q9BTY3    
A1A4G9      C9J7I0      P47902      Q5SY46      Q8IUY3      Q9BTY4    
A1A4H4      C9J7J7      P47914      Q5SY48      Q8IUY5      Q9BTY5    
A1A4S3      C9J7K2      P47928      Q5SY49      Q8IUY6      Q9BTY7    
A1A4S6      C9J7P1      P47929      Q5SY50      Q8IUY7      Q9BTY9    
A1A4S7      C9J7P6      P47944      Q5SY51      Q8IUY8      Q9BTZ0    
A1A4S8      C9J7U3      P47972      Q5SY52      Q8IUY9      Q9BTZ1    
A1A4S9      C9J7X1      P47974      Q5SY53      Q8IUZ0      Q9BTZ2    
A1A4T8      C9J814      P47985      Q5SY54      Q8IUZ1      Q9BTZ3    
A1A4T9      C9J837      P47986      Q5SY56      Q8IUZ2      Q9BTZ4    
A1A4U1      C9J848      P47989      Q5SY63      Q8IUZ4      Q9BTZ5    
A1A4U3      C9J888      P47992      Q5SY64      Q8IUZ5      Q9BTZ6    
A1A4U8      C9J8A1      P48023      Q5SY65      Q8IUZ6      Q9BTZ8    
A1A4V1      C9J8D6      P48029      Q5SY66      Q8IUZ7      Q9BTZ9    
A1A4V2      C9J8H9      P48039      Q5SY67      Q8IUZ8      Q9BU00    
A1A4V5      C9J8I0      P48047      Q5SY68      Q8IUZ9      Q9BU02    
A1A4V8      C9J8I3      P48048      Q5SY69      Q8IV00      Q9BU03    
A1A4V9      C9J8K2      P48049      Q5SY70      Q8IV01      Q9BU04    
A1A4W6      C9J8L2      P48050      Q5SY75      Q8IV02      Q9BU05    
A1A4W8      C9J8N0      P48051      Q5SY80      Q8IV03      Q9BU06    
A1A4W9      C9J8P7      P48052      Q5SY85      Q8IV04      Q9BU07    
A1A4X0      C9J8W9      P48058      Q5SY86      Q8IV06      Q9BU11    
A1A4X1      C9J921      P48059      Q5SYA8      Q8IV07      Q9BU12    
A1A4X4      C9J964      P48060      Q5SYB0      Q8IV08      Q9BU14    
A1A4X5      C9J9D1      P48061      Q5SYC0      Q8IV10      Q9BU15    
A1A4X6      C9J9D8      P48065      Q5SYC1      Q8IV11      Q9BU16    
A1A4X7      C9J9I7      P48066      Q5SYD1      Q8IV13      Q9BU17    
A1A4X9      C9J9J2      P48067      Q5SYD5      Q8IV14      Q9BU18    
A1A4Y0      C9J9L7      P48145      Q5SYD6      Q8IV15      Q9BU19    
A1A4Y2      C9J9U8      P48146      Q5SYE7      Q8IV16      Q9BU20    
A1A4Y4      C9JA51      P48147      Q5SYE8      Q8IV19      Q9BU21    
A1A4Y7      C9JA57      P48163      Q5SYL0      Q8IV20      Q9BU22    
A1A4Y8      C9JA86      P48165      Q5SYN6      Q8IV21      Q9BU23    
A1A4Y9      C9JA96      P48167      Q5SYP9      Q8IV22      Q9BU24    
A1A4Z3      C9JA97      P48169      Q5SYQ2      Q8IV23      Q9BU25    
A1A4Z4      C9JAF2      P48200      Q5SYR1      Q8IV25      Q9BU26    
A1A502      C9JAH6      P48201      Q5SYR2      Q8IV26      Q9BU28    
A1A509      C9JAJ5      P48230      Q5SYT5      Q8IV27      Q9BU30    
A1A510      C9JAK0      P48304      Q5SYT7      Q8IV29      Q9BU31    
A1A511      C9JAL3      P48307      Q5SYU0      Q8IV30      Q9BU32    
A1A513      C9JAR8      P48309      Q5SYU1      Q8IV31      Q9BU33    
A1A514      C9JB03      P48311      Q5SYU2      Q8IV32      Q9BU34    
A1A516      C9JB21      P48312      Q5SYU4      Q8IV33      Q9BU37    
A1A519      C9JB40      P48313      Q5SYU5      Q8IV34      Q9BU38    
A1A522      C9JB50      P48357      Q5SYV0      Q8IV35      Q9BU39    
A1A523      C9JB61      P48378      Q5SYV3      Q8IV36      Q9BU40    
A1A524      C9JBD0      P48380      Q5SYV4      Q8IV38      Q9BU41    
A1A526      C9JBE5      P48382      Q5SYV5      Q8IV41      Q9BU42    
A1A527      C9JBH6      P48426      Q5SYV6      Q8IV42      Q9BU44    
A1A528      C9JBJ6      P48431      Q5SYV8      Q8IV44      Q9BU45    
A1A566      C9JBJ8      P48436      Q5SYV9      Q8IV45      Q9BU46    
A1A567      C9JBP7      P48443      Q5SYW0      Q8IV46      Q9BU47    
A1A568      C9JBR1      P48444      Q5SYW3      Q8IV47      Q9BU49    
A1A574      C9JBT9      P48448      Q5SYW5      Q8IV48      Q9BU50    
A1A575      C9JBV1      P48449      Q5SYW7      Q8IV49      Q9BU52    
A1A580      C9JBZ4      P48454      Q5SYW8      Q8IV50      Q9BU54    
A1A581      C9JC47      P48506      Q5SYX0      Q8IV51      Q9BU55    
A1A586      C9JC79      P48507      Q5SYX2      Q8IV52      Q9BU56    
A1A587      C9JCE6      P48509      Q5SYX3      Q8IV53      Q9BU57    
A1A5A8      C9JCE9      P48539      Q5SYX7      Q8IV55      Q9BU58    
A1A5B4      C9JCF6      P48544      Q5SYX8      Q8IV56      Q9BU59    
A1A5C6      C9JCF7      P48546      Q5SYY1      Q8IV57      Q9BU60    
A1A5C7      C9JCH2      P48547      Q5SYY7      Q8IV58      Q9BU61    
A1A5C8      C9JCN9      P48549      Q5SYY8      Q8IV59      Q9BU63    
A1A5D0      C9JCP4      P48551      Q5SYY9      Q8IV60      Q9BU64    
A1A5D3      C9JCR4      P48552      Q5SYZ3      Q8IV61      Q9BU65    
A1A5D4      C9JCR5      P48553      Q5SYZ6      Q8IV62      Q9BU66    
A1A5D6      C9JCS3      P48556      Q5SYZ9      Q8IV63      Q9BU67    
A1A5D7      C9JCU7      P48594      Q5SZ00      Q8IV65      Q9BU68    
A1A5D8      C9JD17      P48595      Q5SZ02      Q8IV66      Q9BU69    
A1A5D9      C9JD30      P48634      Q5SZ03      Q8IV71      Q9BU70    
A1A5E0      C9JD38      P48637      Q5SZ06      Q8IV73      Q9BU71    
A1A5E3      C9JD48      P48643      Q5SZ07      Q8IV74      Q9BU73    
A1A693      C9JD88      P48645      Q5SZ08      Q8IV75      Q9BU74    
A1BMM3      C9JDC8      P48651      Q5SZ09      Q8IV76      Q9BU75    
A1BMM4      C9JDI1      P48664      Q5SZ10      Q8IV77      Q9BU76    
A1BMM5      C9JDM2      P48666      Q5SZ12      Q8IV78      Q9BU77    
A1BMM6      C9JDN3      P48667      Q5SZ16      Q8IV79      Q9BU78    
A1BMM7      C9JDN5      P48668      Q5SZ48      Q8IV80      Q9BU79    
A1BMM8      C9JDP6      P48669      Q5SZ57      Q8IV83      Q9BU80    
A1BQX0      C9JDU2      P48681      Q5SZ60      Q8IV84      Q9BU81    
A1BQX1      C9JDV5      P48723      Q5SZ62      Q8IV93      Q9BU83    
A1BUH5      C9JE38      P48728      Q5SZ63      Q8IV95      Q9BU84    
A1C2J7      C9JE40      P48729      Q5SZ68      Q8IV97      Q9BU85    
A1C2K0      C9JE77      P48730      Q5SZ69      Q8IV98      Q9BU88    
A1DZ74      C9JE89      P48735      Q5SZ70      Q8IV99      Q9BU89    
A1E379      C9JE95      P48736      Q5SZ71      Q8IVA0      Q9BU90    
A1E959      C9JE96      P48739      Q5SZ76      Q8IVA1      Q9BU91    
A1IGE4      C9JEC4      P48740      Q5SZ80      Q8IVA2      Q9BU93    
A1IGE5      C9JEC6      P48741      Q5SZ81      Q8IVA3      Q9BU95    
A1IGE6      C9JEN7      P48742      Q5SZ83      Q8IVA4      Q9BU97    
A1IGE7      C9JEX1      P48745      Q5SZ84      Q8IVA6      Q9BU98    
A1IGU5      C9JEX5      P48751      Q5SZ86      Q8IVA7      Q9BU99    
A1JUI9      C9JF04      P48752      Q5SZB4      Q8IVA9      Q9BUA2    
A1KR27      C9JF29      P48753      Q5SZB5      Q8IVB0      Q9BUA3    
A1KXE4      C9JFB3      P48764      Q5SZB7      Q8IVB1      Q9BUA4    
A1KXE5      C9JFB9      P48775      Q5SZB9      Q8IVB2      Q9BUA6    
A1KXL3      C9JFD4      P48788      Q5SZC0      Q8IVB3      Q9BUA8    
A1KXV0      C9JFK5      P48960      Q5SZC1      Q8IVB4      Q9BUB0    
A1KXV1      C9JFL3      P48995      Q5SZC2      Q8IVB5      Q9BUB1    
A1KXW6      C9JFM0      P49005      Q5SZC7      Q8IVB6      Q9BUB2    
A1KY35      C9JFV9      P49006      Q5SZC8      Q8IVB7      Q9BUB3    
A1KYQ8      C9JFW2      P49014      Q5SZD1      Q8IVB8      Q9BUB4    
A1KYX7      C9JG20      P49019      Q5SZD4      Q8IVB9      Q9BUB5    
A1KYY9      C9JG53      P49023      Q5SZD6      Q8IVC3      Q9BUB6    
A1KZ92      C9JG80      P49069      Q5SZD8      Q8IVC4      Q9BUB7    
A1L020      C9JG81      P49116      Q5SZD9      Q8IVC5      Q9BUB8    
A1L022      C9JG83      P49137      Q5SZE0      Q8IVC6      Q9BUB9    
A1L023      C9JGC4      P49146      Q5SZE5      Q8IVC7      Q9BUC1    
A1L0S5      C9JGD2      P49184      Q5SZE7      Q8IVC8      Q9BUC2    
A1L0S6      C9JGD5      P49189      Q5SZF0      Q8IVC9      Q9BUC3    
A1L0T0      C9JGP1      P49190      Q5SZF1      Q8IVD0      Q9BUC5    
A1L0X9      C9JGV0      P49207      Q5SZF9      Q8IVD1      Q9BUC6    
A1L153      C9JGX1      P49221      Q5SZG8      Q8IVD2      Q9BUC7    
A1L157      C9JGX4      P49223      Q5SZH6      Q8IVD3      Q9BUC8    
A1L158      C9JGY3      P49238      Q5SZH8      Q8IVD4      Q9BUC9    
A1L160      C9JH24      P49241      Q5SZH9      Q8IVD5      Q9BUD0    
A1L162      C9JH25      P49247      Q5SZI0      Q8IVD6      Q9BUD2    
A1L165      C9JH28      P49257      Q5SZI1      Q8IVD7      Q9BUD4    
A1L167      C9JH36      P49279      Q5SZI3      Q8IVD8      Q9BUD6    
A1L168      C9JH49      P49281      Q5SZI4      Q8IVD9      Q9BUD7    
A1L170      C9JH84      P49286      Q5SZJ6      Q8IVE0      Q9BUD8    
A1L173      C9JHD2      P49321      Q5SZJ8      Q8IVE1      Q9BUE0    
A1L178      C9JHD5      P49326      Q5SZK1      Q8IVE2      Q9BUE1    
A1L181      C9JHE9      P49327      Q5SZK7      Q8IVE3      Q9BUE2    
A1L184      C9JHF1      P49335      Q5SZK8      Q8IVE4      Q9BUE3    
A1L188      C9JHH8      P49336      Q5SZL2      Q8IVE5      Q9BUE4    
A1L190      C9JHJ8      P49354      Q5SZL7      Q8IVE6      Q9BUE5    
A1L1A1      C9JHL5      P49356      Q5SZM4      Q8IVE7      Q9BUE6    
A1L1A6      C9JHM3      P49366      Q5SZM6      Q8IVE8      Q9BUE7    
A1L300      C9JHR5      P49368      Q5SZP2      Q8IVE9      Q9BUE8    
A1L301      C9JHR7      P49406      Q5SZP3      Q8IVF0      Q9BUE9    
A1L303      C9JHS1      P49407      Q5SZP5      Q8IVF1      Q9BUF0    
A1L307      C9JHZ1      P49411      Q5SZP6      Q8IVF2      Q9BUF1    
A1L373      C9JI19      P49418      Q5SZP7      Q8IVF3      Q9BUF4    
A1L374      C9JI34      P49419      Q5SZQ0      Q8IVF4      Q9BUF5    
A1L375      C9JI45      P49427      Q5SZQ2      Q8IVF5      Q9BUF6    
A1L376      C9JI52      P49441      Q5SZQ7      Q8IVF6      Q9BUF7    
A1L380      C9JI71      P49447      Q5SZQ8      Q8IVF7      Q9BUF8    
A1L381      C9JI98      P49448      Q5SZR2      Q8IVF8      Q9BUF9    
A1L382      C9JIB4      P49450      Q5SZR3      Q8IVF9      Q9BUG0    
A1L383      C9JID5      P49454      Q5SZR5      Q8IVG0      Q9BUG1    
A1L385      C9JIG2      P49458      Q5SZR9      Q8IVG1      Q9BUG3    
A1L387      C9JIK1      P49459      Q5SZS1      Q8IVG2      Q9BUG4    
A1L388      C9JIM0      P49585      Q5SZS2      Q8IVG3      Q9BUG5    
A1L389      C9JIN1      P49588      Q5SZS3      Q8IVG4      Q9BUG6    
A1L390      C9JIP1      P49589      Q5SZS4      Q8IVG5      Q9BUG7    
A1L3A4      C9JIQ9      P49590      Q5SZS5      Q8IVG6      Q9BUH1    
A1L3A5      C9JIZ9      P49591      Q5SZS6      Q8IVG7      Q9BUH2    
A1L3A6      C9JJ33      P49593      Q5SZS7      Q8IVG8      Q9BUH3    
A1L3A8      C9JJ37      P49619      Q5SZU2      Q8IVG9      Q9BUH4    
A1L3B0      C9JJ40      P49638      Q5SZU3      Q8IVH2      Q9BUH5    
A1L3B2      C9JJ60      P49639      Q5SZU7      Q8IVH3      Q9BUH6    
A1L3B3      C9JJ62      P49640      Q5SZU9      Q8IVH4      Q9BUH7    
A1L3B4      C9JJ76      P49641      Q5SZV0      Q8IVH5      Q9BUH8    
A1L3D4      C9JJ89      P49642      Q5SZV1      Q8IVH6      Q9BUH9    
A1L3U0      C9JJD1      P49643      Q5SZW2      Q8IVH7      Q9BUI0    
A1L3U1      C9JJE2      P49662      Q5SZW4      Q8IVH8      Q9BUI2    
A1L3U3      C9JJH3      P49674      Q5SZW6      Q8IVI4      Q9BUI3    
A1L3U4      C9JJH9      P49675      Q5SZW7      Q8IVI5      Q9BUI4    
A1L3U5      C9JJJ2      P49682      Q5SZX4      Q8IVI6      Q9BUI5    
A1L3U6      C9JJL0      P49683      Q5SZY1      Q8IVI7      Q9BUI7    
A1L3U9      C9JJL4      P49685      Q5SZY9      Q8IVI8      Q9BUI9    
A1L3V0      C9JJM5      P49703      Q5SZZ0      Q8IVI9      Q9BUJ0    
A1L3V1      C9JK25      P49711      Q5SZZ1      Q8IVJ0      Q9BUJ1    
A1L3V3      C9JK47      P49715      Q5T011      Q8IVJ1      Q9BUJ2    
A1L3V4      C9JK80      P49716      Q5T012      Q8IVJ2      Q9BUJ3    
A1L3V7      C9JKA2      P49719      Q5T013      Q8IVJ3      Q9BUJ4    
A1L3V9      C9JKB1      P49720      Q5T021      Q8IVJ4      Q9BUJ5    
A1L3W1      C9JKB5      P49721      Q5T022      Q8IVJ5      Q9BUJ6    
A1L3W2      C9JKC4      P49736      Q5T023      Q8IVJ8      Q9BUJ7    
A1L3W4      C9JKE6      P49746      Q5T035      Q8IVJ9      Q9BUJ9    
A1L3W5      C9JKF5      P49747      Q5T036      Q8IVK0      Q9BUK0    
A1L3X0      C9JKJ0      P49748      Q5T043      Q8IVK1      Q9BUK1    
A1L3X4      C9JKK8      P49750      Q5T046      Q8IVK3      Q9BUK2    
A1L3X7      C9JKL5      P49751      Q5T048      Q8IVK4      Q9BUK4    
A1L3Y0      C9JKV9      P49752      Q5T050      Q8IVK5      Q9BUK5    
A1L3Y2      C9JL12      P49753      Q5T054      Q8IVK6      Q9BUK6    
A1L3Y3      C9JL35      P49754      Q5T058      Q8IVK7      Q9BUK8    
A1L3Y8      C9JL56      P49755      Q5T059      Q8IVK8      Q9BUK9    
A1L3Z1      C9JL66      P49756      Q5T061      Q8IVL0      Q9BUL0    
A1L3Z2      C9JL84      P49757      Q5T062      Q8IVL1      Q9BUL2    
A1L3Z3      C9JL99      P49758      Q5T064      Q8IVL2      Q9BUL4    
A1L400      C9JLE3      P49759      Q5T065      Q8IVL3      Q9BUL5    
A1L401      C9JLJ4      P49760      Q5T066      Q8IVL4      Q9BUL6    
A1L411      C9JLK5      P49761      Q5T074      Q8IVL5      Q9BUL7    
A1L414      C9JLR9      P49763      Q5T077      Q8IVL6      Q9BUL8    
A1L416      C9JLW8      P49765      Q5T083      Q8IVL8      Q9BUL9    
A1L417      C9JLY9      P49767      Q5T089      Q8IVL9      Q9BUM1    
A1L420      C9JLZ0      P49768      Q5T095      Q8IVM0      Q9BUM2    
A1L421      C9JM10      P49770      Q5T0A4      Q8IVM1      Q9BUM3    
A1L424      C9JM70      P49771      Q5T0B9      Q8IVM2      Q9BUM4    
A1L428      C9JMA4      P49773      Q5T0C1      Q8IVM3      Q9BUM5    
A1L429      C9JMC4      P49788      Q5T0C5      Q8IVM5      Q9BUM7    
A1L430      C9JMD3      P49789      Q5T0D6      Q8IVM7      Q9BUM8    
A1L431      C9JMD8      P49790      Q5T0D9      Q8IVM8      Q9BUN0    
A1L432      C9JMF5      P49792      Q5T0F2      Q8IVN1      Q9BUN1    
A1L436      C9JMI4      P49795      Q5T0F5      Q8IVN3      Q9BUN4    
A1L439      C9JMK2      P49796      Q5T0F6      Q8IVN5      Q9BUN5    
A1L443      C9JML7      P49798      Q5T0F7      Q8IVN6      Q9BUN8    
A1L445      C9JMN7      P49802      Q5T0F8      Q8IVN7      Q9BUN9    
A1L446      C9JMX8      P49810      Q5T0F9      Q8IVN8      Q9BUP0    
A1L452      C9JMY4      P49815      Q5T0G0      Q8IVN9      Q9BUP1    
A1L453      C9JMZ0      P49821      Q5T0I2      Q8IVP2      Q9BUP2    
A1L454      C9JMZ6      P49840      Q5T0J3      Q8IVP4      Q9BUP3    
A1L456      C9JN19      P49841      Q5T0J7      Q8IVP5      Q9BUP4    
